,LAGUNA HONDA HOSPITAL CDM AS OF JUNE 2018,
,,Jun-18
Service Code,General Description,Hospital Charge
20003109,LH N1 SNF PT TYPE G,1329.00
20003117,LH N1 HOLD PT TYPE U,1329.00
20003125,LH N1 SNF PT TYPE G,1329.00
20003133,LH N1 HOLD PT TYPE U,1329.00
20003141,LH N1 PVT PT TYPE G,1329.00
20003158,LH N1 PVT HOLD PT TYPE U,1329.00
20103123,LH N2 SNF PT TYPE G,1329.00
20103131,LH N2 HOLD PT TYPE U,1329.00
20103149,LH N2 PVT PT TYPE G,1329.00
20103156,LH N2 PVT HOLD PT TYPE U,1329.00
20103206,LH N2 SNF PT TYPE G,1329.00
20103214,LH N2 HOLD PT TYPE U,1329.00
20203121,LH N3 SNF PT TYPE G,1329.00
20203139,LH N3 HOLD PT TYPE U,1329.00
20203147,LH N3 PVT PT TYPE G,1329.00
20203154,LH N3 PVT HOLD PT TYPE U,1329.00
20203303,LH N3 SNF PT TYPE G,1329.00
20203311,LH N3 HOLD PT TYPE U,1329.00
20303129,LH N4 SNF PT TYPE G,1329.00
20303137,LH N4 HOLD PT TYPE U,1329.00
20303145,LH N4 PVT PT TYPE G,1329.00
20303152,LH N4 PVT HOLD PT TYPE U,1329.00
20303400,LH N4 SNF PT TYPE G,1329.00
20303418,LH N4 HOLD PT TYPE U,1329.00
20403127,LH N5 SNF PT TYPE G,1329.00
20403135,LH N5 HOLD PT TYPE U,1329.00
20403143,LH N5 PVT PT TYPE G,1329.00
20403150,LH N5 HOLD PVT PT TYPE U,1329.00
20403507,LH N5 SNF PT TYPE G,1329.00
20403515,LH N5 HOLD PT TYPE U,1329.00
20503124,LH N6 SNF PT TYPE G,1329.00
20503132,LH N6 HOLD PT TYPE U,1329.00
20503140,LH N6 PVT PT TYPE G,1329.00
20503157,LH N6 PVT HOLD PT TYPE U,1329.00
20503603,LH N6 SNF PT TYPE G,1329.00
20503611,LH N6 HOLD PT TYPE U,1329.00
