,Cedars-Sinai Medical Center,
,Average Charges by MS-DRG,
,Discharge FY 2018,
,,
MS DRG Code,MS DRG Description,Average Charge
001,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC," $3,388,913 "
002,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W/O MCC," $1,283,103 "
003,"ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R."," $2,901,351 "
004,"TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R."," $1,671,134 "
005,LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT," $1,670,685 "
006,LIVER TRANSPLANT W/O MCC," $802,986 "
007,LUNG TRANSPLANT," $1,338,455 "
008,SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT," $1,006,864 "
011,"TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W MCC"," $877,719 "
012,"TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W CC"," $740,085 "
013,"TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES OR LARYNGECTOMY W/O CC/MCC"," $658,290 "
014,ALLOGENEIC BONE MARROW TRANSPLANT," $1,259,811 "
016,AUTOLOGOUS BONE MARROW TRANSPLANT  W CC/MCC OR T-CELL IMMUNOTHERAPY," $502,730 "
020,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC," $1,064,281 "
021,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC," $603,666 "
022,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC," $296,428 "
023,CRANIOTOMY W MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PDX W MCC OR CHEMOTHERAPY IMPLANT OR EPILEPSY W NEUROSTIMULATOR," $635,720 "
024,CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC," $348,022 "
025,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC," $456,941 "
026,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC," $268,319 "
027,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC," $230,158 "
028,SPINAL PROCEDURES W MCC," $471,309 "
029,SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS," $253,333 "
030,SPINAL PROCEDURES W/O CC/MCC," $214,044 "
031,VENTRICULAR SHUNT PROCEDURES W MCC," $657,605 "
032,VENTRICULAR SHUNT PROCEDURES W CC," $186,263 "
033,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC," $152,364 "
034,CAROTID ARTERY STENT PROCEDURE W MCC," $381,480 "
035,CAROTID ARTERY STENT PROCEDURE W CC," $195,845 "
036,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC," $130,524 "
037,EXTRACRANIAL PROCEDURES W MCC," $489,695 "
038,EXTRACRANIAL PROCEDURES W CC," $231,868 "
039,EXTRACRANIAL PROCEDURES W/O CC/MCC," $127,977 "
040,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC," $619,840 "
041,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM," $365,354 "
042,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC," $184,168 "
052,SPINAL DISORDERS & INJURIES W CC/MCC," $253,472 "
053,SPINAL DISORDERS & INJURIES W/O CC/MCC," $127,190 "
054,NERVOUS SYSTEM NEOPLASMS W MCC," $219,723 "
055,NERVOUS SYSTEM NEOPLASMS W/O MCC," $92,719 "
056,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC," $216,574 "
057,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC," $105,104 "
058,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC," $139,890 "
059,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC," $103,719 "
060,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC," $113,689 "
061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W MCC"," $271,308 "
062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W CC"," $197,806 "
063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W/O CC/MCC"," $183,584 "
064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC," $252,335 "
065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS," $126,151 "
066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC," $92,832 "
067,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC," $100,364 "
068,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC," $112,511 "
069,TRANSIENT ISCHEMIA W/O THROMBOLYTIC," $72,169 "
070,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC," $197,689 "
071,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC," $87,962 "
072,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC," $77,592 "
073,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC," $129,681 "
074,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC," $91,363 "
075,VIRAL MENINGITIS W CC/MCC," $85,553 "
076,VIRAL MENINGITIS W/O CC/MCC," $80,234 "
077,HYPERTENSIVE ENCEPHALOPATHY W MCC," $220,524 "
078,HYPERTENSIVE ENCEPHALOPATHY W CC," $96,086 "
079,HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC," $33,410 "
080,NONTRAUMATIC STUPOR & COMA W MCC," $189,181 "
081,NONTRAUMATIC STUPOR & COMA W/O MCC," $62,225 "
082,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC"," $287,202 "
083,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC"," $193,928 "
084,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC"," $107,295 "
085,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC"," $272,273 "
086,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC"," $137,102 "
087,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC"," $99,274 "
088,CONCUSSION W MCC," $141,419 "
089,CONCUSSION W CC," $96,538 "
090,CONCUSSION W/O CC/MCC," $78,637 "
091,OTHER DISORDERS OF NERVOUS SYSTEM W MCC," $161,754 "
092,OTHER DISORDERS OF NERVOUS SYSTEM W CC," $103,512 "
