Charge Code,Charge Code Description,HCPCS Code, June 2019 Prices 
1510791,SURG PATH GR/MC LEVEL V151,, 166.01 
1510809,SURG PATH GR/MC LEVEL VI151,, 231.58 
1510817,DECALCIFICATION151,, 8.40 
1510825,SPECIAL STAINS GROUP I151,, 64.92 
1510833,SPECIAL STAINS GROUP II151,, 61.11 
1510866,ENZYME HISTOCHEMISTRY151,, 179.67 
1510874,CONSULT SLIDE REVIEW151,, 19.84 
1510882,CONSULT REFER MAT W/PREP,, 30.42 
1510890,CONSULTATION COMP W/RPT,, 61.47 
1510908,PATH CONS SURG WO FS151,, 39.15 
1510916,PATH CONS SURG W/FS151,, 30.09 
1510924,PATH CONS SURG EA ADDL FS151,, 19.58 
1510932,IHC/ICC PER SPECIMAN 1ST STAIN,, 67.56 
1510965,ELECTRON MICRO DX151,, 179.67 
1510981,ANALYSIS SKELETAL MUSCLE 151,, 179.67 
1510999,ANALYSIS NERVE 151,, 61.47 
1511005,ANALYSIS TUMOR,, 61.47 
1511013,NERVE TEASING PREP 151,, 179.67 
1511021,IN SITU HYBRID INTL 151,, 125.07 
1511104,BONE MARROW SMEAR INTERP151,, 52.42 
1511203,FLOW CYTO TECH 1ST MARK 151,, 36.53 
1511252,ANAL TUMOR IHC MANUAL151,, 81.69 
1511260,ANALYSIS TUMOR IHC COMP,, 36.53 
1511278,IN SITU HYBRID COMP INTL 151,, 77.01 
1511286,IN SITU HYBRID MAN INTL 151,, 72.81 
1511302,PATH CONS SURG CYTO INTL,, 22.86 
1511310,PATH CONS SURG CYTO ADDL,, 14.79 
1511369,MICRODISSECTION MANUAL 151,, 99.74 
1511419,EXAM ARCHIVE TIS MOL ANAL,, 20.67 
1517226,CYTO EVAL FNA EA ADD SAME SITE151,, 8.14 
1517242,NDL SAT BX PROSTATE 151,G0416, 225.67 
1517259,IHC/ICC PER SPECIMAN ADDL STAIN,, 59.15 
1520170,CYTO SMEARS W/INTERP152,, 50.26 
1520386,CYTO SMEARS EXT152,, 23.43 
1520907,PATH CONS SURG WO FS152,, 12.71 
1610112,BLOOD SPLIT U A1 16 161,P9011, 330.00 
1610120,CRYO 500 TH e3579,P9012, 68.00 
1610138,RBC L/R WO FILTER A1 16 161,P9016, 247.00 
1610146,FFP ACDA TH e0821,P9017, 59.00 
1610179,RBC WO FILTER A1,P9021, 236.00 
1610187,RBC WASHED A1,P9022, 334.00 
1610237,Pph,P9034, 552.00 
1610245,PLT CPD 500mL e2824,P9035, 660.00 
1610252,PPH I ACDA e3045,P9036, 595.00 
1610260,PLT PHERES L/R IRR A1,P9037, 703.00 
1610294,Dlirbc As1,P9040, 291.00 
1610328,PLASMA  CRYORDC CPD TH e2695,P9044, 49.00 
1610542,RBC L/R CMV Neg IRR A1 16,P9058, 162.00 
1610559,PLT PHERES L/R SPLIT U A1,P9011, 330.00 
1610567,PLT PHERES SPLIT U A1,P9011, 330.00 
1610575,RBC L/R WO FILTER DD A1 16,P9016, 247.00 
1610831,LRBC CPD AS1 low vol E5157,P9016, 247.00 
1610849,RBC L/R LV IRR A1 16,P9040, 291.00 
1610914,PLT PHERES L/R IRR SPLIT U A1,P9011, 330.00 
1620053,COLD AGGLUTININ TITER 16,, 102.00 
1620178,AB SCREEN 16,, 135.00 
1620186,AB ELUTION 16,, 240.00 
1620194,AB ID 16,, 215.00 
1620202,COOMBS DIRECT 16,, 88.00 
1620228,AB TITER 16,, 295.00 
1620251,ABO GROUP 16,, 74.00 
1620269,RH TYPE 16,, 103.00 
1620293,AG TYPE DONOR/PT CELLS/EA 16,, 92.00 
1620301,RH PHENOTYPE 16,, 180.00 
1620343,CROSSMATCH IMMED SPIN 16,, 320.00 
1620368,CROSSMATCH AHG 16,, 432.00 
1620376,FFP THAWING,, 101.00 
1620392,FROZ BLD THAWING 16,, 250.00 
1620434,IRRADIATION BLOOD PROD,, 160.00 
1620475,TX RBC IN AB DET/ID ENZ 16,, 253.00 
1620533,BLOOD PRODUCTS SPLITTING,, 107.00 
1620566,CYTOMEGALOVIRUS AB,, 30.00 
1620590,HGB FETAL SCREEN,, 136.00 
1627074,HANDLING/CONVEY SPEC OTH1 16,, 6.00 
1627116,HANDLING/CONVEY SPEC OTH2 16,, 14.00 
1627157,HANDLING/CONVEY SPEC 16,, 35.00 
1627199,AG TYPE DONOR REAG EA AG,, 67.00 
1700046,BENZODIAZEPINES 1.1,G0480, 20.45 
1700053,CYCLOSPORINE 1.1,, 16.14 
1700061,ADS TRICYCLIC/OTH CYCL 1 OR 2 1.3 17,G0480, 9.78 
1700079,ETHOSUXIMIDE 1.1,, 16.13 
1700087,GENTAMICIN PEAK 1.1,, 15.32 
1700095,GENTAMICIN RANDOM 1.1,, 15.32 
1700103,GENTAMICIN TROUGH 1.1,, 15.32 
1700111,ADS TRICYCLIC/OTH CYCL 1 OR 2 1.8 17,G0480, 28.81 
1700129,LIDOCAINE 1.1,, 14.50 
1700137,ADS TRICYCLIC/OTH CYCL 1 OR 2 1.9 17 170,G0480, 14.98 
1700145,PRIMIDONE 1.1,, 16.38 
1700152,PROCAINAMIDE W/METAB 1.1,, 16.54 
1700160,QUINIDINE 1.1,, 14.42 
1700178,TOBRAMYCIN PEAK 1.1,, 14.37 
1700186,TOBRAMYCIN RANDOM 1.1,, 14.37 
1700194,TOBRAMYCIN TROUGH 1.1,, 14.37 
1700202,VANCOMYCIN RANDOM 1.1,, 12.15 
1700210,DRUG ASSAY QUAN NOS 1.1,, 12.59 
1700228,ACTH 1.1,, 38.14 
1700236,MICROALB URINE QUAN 1.1,, 5.08 
1700244,ALDOLASE 1.1,, 8.71 
1700251,ALDOSTERONE 1.1,, 40.24 
1700269,ALPHA-1-ANTITRYP TOTL 1.1,, 13.26 
1700277,ALPHA-1-ANTITRP PHENO 1.1,, 14.28 
1700285,ALPHA-FETOPROT SERUM 1.1,, 12.03 
1700293,ALPHA-FETOPROT AMNIO 1.1,, 12.03 
1700301,AMINO ACID QUAN EA 1.1,, 18.36 
1700319,AMINOLEVUL ACID DELTA 1.1,, 16.25 
1700327,AMYLASE 1.1,, 5.73 
1700335,ANDROSTENEDIONE 1.1,, 28.91 
1700343,ANGIOTENSIN-1 ENZYME 1.1,, 14.42 
1700350,ARSENIC 1.1,, 18.73 
1700368,BARBITURATES 1.1 17 170,G0480, 12.66 
1700376,CALCIF 25-OH VIT D-3 1.1,, 24.79 
1700384,CALCITONIN 1.1,, 26.46 
1700392,CALCIUM IONIZED 1.1,, 12.24 
1700400,CEA 1.1,, 17.28 
1700418,CAROTENE 1.1,, 9.10 
1700434,CATECHOLAM FRACTION 1.1,, 24.94 
1700442,CERULOPLASMIN 1.1,, 9.55 
1700467,COPPER 1.1,, 12.25 
1700475,CORTISOL FREE 1.1,, 16.50 
1700483,CORTISOL TOTAL 1.1,, 14.58 
1700491,CK ISOENZYMES 1.1,, 12.00 
1700509,VITAMIN B-12 1.1 17,, 13.33 
1700517,DHEA 1.1,, 24.96 
1700525,DHEA-SULFATE 1.1,, 19.62 
1700533,DIHYDROXYVITAMIN D 1.1,, 33.18 
1700541,ERYTHROPOIETIN 1.1,, 18.56 
1700558,ESTRADIOL 1.1,, 24.71 
1700566,ESTROGENS FRACTION 1.1,, 31.90 
1700582,ETHYLENE GLYCOL 1.1,, 14.71 
1700590,FATS/LIPIDS FEC QUAN 1.1,, 16.59 
1700608,FERRITIN 1.1,, 12.07 
1700616,FOLIC ACID SERUM 1.1,, 13.25 
1700624,GAMMAGLOBULIN IGA 1.1,, 6.08 
1700632,GAMMAGLOBULIN IGG 1.1,, 6.08 
1700640,GAMMAGLOBULIN IGM 1.1,, 6.08 
1700657,GAMMAGLOBULIN IGE 1.1,, 14.60 
1700665,GASTRIN 1.1,, 17.41 
1700673,GLYCATED PROTEIN 1.1,, 14.88 
1700681,GROWTH HORMONE HUM 1.1,, 16.46 
1700699,HAPTOGLOBIN QUAN 1.1,, 10.99 
1700723,HEMOGLOBIN CHROMATO 1.1,, 15.40 
1700749,HYDROXYINDOL ACID-5 1.1,, 12.73 
1700756,IMMUNO NON-AB MULT 1.1,, 8.60 
1700764,IMMUNOASSAY QUAN NOS 1.1,, 10.24 
1700772,INSULIN TOTAL 1.1,, 10.16 
1700780,KETOSTEROIDS 17 TOTAL 1.1,, 12.64 
1700798,LDH ISOENZYMES 1.1,, 12.63 
1700806,LEAD 1.1,, 10.63 
1700822,LIPOPROTEIN ELECT 1.1,, 12.26 
1700830,MAGNESIUM 1.1,, 6.02 
1700848,MANGANESE 1.1,, 24.29 
1700855,MERCURY QUAN 1.1,, 14.12 
1700921,OSMOLALITY BLOOD 1.1,, 5.92 
1700939,OSMOLALITY URINE 1.1,, 6.02 
1700947,OXALATE 1.1,, 12.71 
1700954,PARATHORMONE 1.1,, 34.84 
1700962,PHOSPHATASE PROSTATIC 1.1,, 9.54 
1700970,PHOSPHORUS URINE 1.1,, 5.11 
1700996,PREALBUMIN 1.1,, 12.47 
1701002,PROGESTERONE 1.1,, 18.30 
1701010,PSA TOTAL 1.1,, 16.47 
1701028,PSA FREE 1.1,, 16.42 
1701044,VITAMIN B-6 1.1,, 27.74 
1701051,RENIN 1.1,, 21.72 
1701069,SEROTONIN 1.1,, 30.60 
1701077,SOMATOMEDIN 1.1,, 18.39 
1701085,TESTOSTERONE FREE 1.1,, 22.68 
1701093,TESTOSTERONE TOTAL 1.1,, 22.80 
1701101,THYROGLOBULIN 1.1,, 14.33 
1701119,THYROXINE FREE 1.1,, 7.91 
1701127,TRIIODOTHYRO T3 TOTL 1.1,, 12.59 
1701135,TRIIODOTHYR FREE 1.1,, 14.97 
1701143,URIC ACID OTHER 1.1,, 4.68 
1701150,VMA URINE 1.1,, 15.30 
1701168,VITAMIN A 1.1,, 10.21 
1701176,ZINC 1.1,, 10.21 
1701184,C-PEPTIDE 1.1,, 17.83 
1701192,FACTOR VII 1.1,, 17.68 
1701200,FACTOR VIII VWF 1.1,, 22.65 
1701218,ANTITHROMBIN III ACT 1.1,, 10.47 
1701226,PROTEIN C AG 1.1,, 11.86 
1701234,PROTEIN S TOTAL 1.1,, 11.46 
1701242,PROTEIN S FREE 1.1,, 15.13 
1701259,HGB S SCREEN (SICKLE) 1.1,, 4.52 
1701267,PTT PLASMA SUB 1.1,, 6.38 
1701275,ALLGN SPEC IGE EA 1.1,, 4.65 
1701283,CRP 1.1,, 4.63 
1701291,CARDIOLIPN AB EA IG 1.1,, 20.02 
1701317,COMPLEM FUNCT 1.1,, 11.85 
1701325,COMPLEM TOTAL HEM 1.1,, 200.07 
1701333,FLUORESC AB SCR EA 1.1,, 10.87 
1701341,FLUORESC AB TITER EA 1.1,, 10.39 
1701358,CA 15-3 (27.29) 1.1,, 18.86 
1701366,CA 19-9 1.1,, 18.98 
1701374,CA 125 1.1,, 18.71 
1701382,INF AGENT AB QUAN NOS 1.1 17,, 13.52 
1701408,IMMUNODIFFUSION NOS 1.1,, 13.87 
1701416,INSULIN AB 1.1,, 21.14 
1701424,MICROSOMAL AB EA 1.1,, 12.97 
1701432,SYPHILIS TEST QUAL 1.1,, 3.84 
1701440,COCCIDIOIDES AB 1.1,, 10.24 
1701457,CMV AB 1.1,, 12.38 
1701465,EBV EARLY AG 1.1,, 12.96 
1701473,EBV NUCLEAR AG 1.1,, 13.66 
1701481,EBV VIRAL CAPSID 1.1,, 15.82 
1701499,GIARDIA LAMBLIA AB 1.1,, 43.00 
1701515,HTLV OR HIV CONF TEST 1.1,, 17.68 
1701523,HISTOPLASMA 1.1,, 12.34 
1701549,HEP A AB 1.1,, 11.26 
1701556,LEGIONELLA AB 1.1,, 15.11 
1701564,MYCOPLASMA AB 1.1,, 13.07 
1701572,PARVOVIRUS AB 1.1,, 14.84 
1701580,PROTOZOA AB NOS 1.1,, 12.23 
1701598,RUBEOLA AB 1.1,, 11.45 
1701614,VARICELLA ZOSTER AB 1.1,, 11.38 
1701622,VIRUS AB NOS 1.1,, 12.72 
1701630,THYROGLOBULIN AB 1.1,, 14.11 
1701655,CULT ANAEROBIC ID 1.1,, 7.26 
1701663,CULT MYCOBACTERIA 1.1,, 9.12 
1701671,OVA & PARASITES SMEAR 1.1,, 8.03 
1701697,HEP BE AG EIA/ELISA/IMCA 1.1,, 10.40 
1701705,CHLAMYDIA TRACH PCR 1.1,, 31.17 
1701721,HIV-1 QUAN 1.1,, 76.33 
1701739,NEISSERIA GONOR PCR 1.1,, 31.07 
1701812,TISS CULT SKIN/BIOPSY 1.1 17,, 147.50 
1701846,FLOW CYTO DNA CELL 1.1 17,, 87.98 
1701853,ADS TRICYCLIC/OTH CYCL 1 OR 2 1.2 17 170,G0480, 34.77 
1701861,CARBAMAZEPINE FREE 1.1,, 10.99 
1701879,ADS TRICYCLIC/OTH CYCL 1 OR 2 1.6 17 170,G0480, 17.14 
1701887,PHENTOIN FREE 1.1,, 13.59 
1701895,TACROLIMUS 1.1,, 12.40 
1701903,TOPIRAMATE 1.1,, 11.77 
1701945,APOLIPOPROTEIN EA 1.1,, 13.15 
1701952,BETA-2-MICROGLOBULIN 1.1,, 14.64 
1701960,CADMIUM 1.1,, 22.86 
1701978,CHOLINESTERASE SERUM 1.1 17,, 7.77 
1701986,CHOLINESTERASE RBC 1.1,, 7.84 
1701994,CHROMIUM 1.1,, 20.03 
1702000,CYANIDE 1.1 17,, 19.15 
1702026,ESTRIOL 1.1,, 23.88 
1702042,FRUCTOSE SEMEN 1.1,, 19.26 
1702059,IGG SUBCLASSES IGG 1 1.1,, 7.92 
1702067,IGG SUBCLASSES IGG 2 1.1,, 7.92 
1702075,IGG SUBCLASSES IGG 3 1.1,, 7.92 
1702083,IGG SUBCLASSES IGG 4 1.1,, 7.92 
1702091,HEAVY METAL QUAN EA NOS 1.9,, 21.69 
1702109,HISTAMINE 1.1,, 29.16 
1702117,HYDROXYCORT-17 1.1,, 17.30 
1702125,HYDROXYPROG-17D 1.1,, 23.93 
1702141,LACTIC ACID 1.1,, 9.41 
1702174,PORPHYRINS FECES QUAN 1.1,, 27.73 
1702190,HYDROXYPREG 17 1.1,, 22.52 
1702216,VITAMIN B-12 1.1,, 19.98 
1702224,SOMATOSTATIN 1.1,, 194.00 
1702232,VITAMIN B-1 1.1,, 19.05 
1702240,TRANSFERRIN 1.1 17,, 11.01 
1702257,VIP 1.1,, 39.26 
1702265,FACTOR V 1.1,, 17.43 
1702273,FACTOR X 1.1,, 17.68 
1702281,ANTITHROMBIN III AG 1.1,, 10.67 
1702299,FDP D-DIMER QUAN 1.1,, 9.16 
1702307,HEPARIN ASSAY 1.1,, 11.47 
1702315,VISCOSITY 1.1,, 11.52 
1702323,ANTIPHOSPHOLIPID AB 1.1 17,, 15.86 
1702331,DNA AB SNGL STRANDED 1.1,, -   
1702349,HETEROPHILE AB TITER 1.1 17,, 6.38 
1702372,T CELL COUNT TOTAL 1.1,, 33.81 
1702380,T CELLS CD4/CD8 RATIO 1.1,, 42.10 
1702398,T CELLS ABSOLUTE CD4 1.1,, 24.54 
1702406,BLASTOMYCES AB 1.1,, 12.74 
1702414,CANDIDA AB 1.1,, 11.85 
1702422,CMV IGM AB 1.1,, 14.36 
1702430,HEP DELTA AGENT AB 1.1,, 16.94 
1702497,ROTAVIRUS EIA/ELISA/IMCA 1.1,, 8.86 
1702521,CYTOMEGALOVIRUS PCR 1.1 17,, 31.27 
1702539,CMV QUAN 1.1,, 38.75 
1702547,LEUKOCYTE ALK PHOSPH 1.1,, 9.50 
1702554,ANTINUCLEAR AB (ANA) 1.1,, 10.63 
1702562,NEPHELOMETRY NOS 1.1 17,, 12.28 
1702570,FOLIC ACID RBC 1.1,, 11.49 
1702588,HGB GLYCOSYLATED (A1C) 1.1,, 8.54 
1702596,MURAMIDASE 1.1,, 18.51 
1702604,PLT AB 1.1,, 18.14 
1702612,RECEPTOR ASSAY NONENDO1.1,, 36.11 
1702620,CHLAMYDIA AB 1.1,, 11.67 
1702646,HERPES SIMPLEX AB NS 1.1,, 10.41 
1702653,INFLUENZA VIRUS AB 1.1,, 12.15 
1702661,RUSS VIP VEN TIME DIL 1.1,, 8.45 
1702679,ACUTE HEP PNL 1.1,, 41.79 
1702687,HEP A IGM AB 1.1,, 9.91 
1702695,HEP B CORE AB TOTAL 1.1,, 10.83 
1702703,LYME DISEASE AB 1.1,, 15.30 
1702711,IMMUNE COMPLEX ASSAY 1.1,, 24.06 
1702729,CARNITINE TOTL & FREE 1.1,, 15.02 
1702737,CRYPTOSPORIDIUM EIA/ELISA/IMCA 1.1,, 8.62 
1702745,HERPES SIMPLEX AB 1 1.1,, 11.80 
1702752,BACTERIUM AB NOS 1.1 17,, -   
1702760,GONADOTROPIN (FSH) 1.1,, 16.41 
1702778,HIV-1 1.1,, 7.91 
1702786,THROMBIN TIME PLASMA 1.1,, 4.99 
1702802,AMIKACIN PEAK 3.1 17,, 20.50 
1702810,LITHIUM 3.1 17,, 13.75 
1702836,ACYLCARNITINES QUAN EA1.1,, 16.66 
1702844,ALBUMIN BODY FLUID 1.1,, 2.83 
1702851,ACID FAST SMEAR 2.1,, 27.00 
1702869,ALPHA-2 ANTIPLASMIN 1.1,, 7.61 
1702877,AMINO ACIDS 2-5 QUAN 1.1 17,, 16.66 
1702885,ANTISTREPTOLYSIN 0 1.1,, 6.49 
1702893,ASPERGILLUS AB 1.1,, 14.86 
1702919,CALCIUM TOTAL 1.1,, 4.10 
1702927,CARBOXYHEMOGLOBIN QUAN4.1 17,, 65.00 
1702935,CHLAMYDIA IGM AB 1.1,, 12.52 
1702992,CULT MYCOBACTERIA 2.1,, 48.00 
1703008,ANTIEPILEPTICS NOS 1-3 1.4 17 170,G0480, 200.00 
1703016,PROTEIN C ACTIVITY 1.1,, 13.66 
1703024,FDP PARACOAG 1.1 17,, 8.57 
1703032,PROLACTIN 1.1,, 17.11 
1703057,HEP C AB 1.1,, 12.57 
1703065,PLASMINOGEN 1.1,, 6.12 
1703073,PHOSPHATASE ISOENZYMES1.1,, 14.60 
1703081,PHENYLALANINE BLOOD 7.1 17,, 102.75 
1703099,OLIGOCLONAL BANDS 1.1,, 21.90 
1703107,MYOGLOBIN 1.1,, 11.80 
1703115,MYELIN BASIC PRO CSF 1.1,, 16.99 
1703131,MUMPS AB 1.1,, 11.59 
1703149,PROTEIN REFRACTOMETRIC 1.1,, 5.11 
1703156,IMMUNOASSAY QUAN RIA 1.1,, 12.27 
1703164,HELMINTH AB NOS 1.1,, 12.84 
1703172,HELMINTH AB NOS 1.2 17,, 82.60 
1703180,HEMOGLOBIN CHROMATO 7.1 17,, 18.25 
1703198,HERPES SIMPLEX AB 2 1.1,, 17.20 
1703206,HETEROPHILE AB SCREEN 1.1,, 4.49 
1703255,ISLET CELL AB 1.1,, 18.09 
1703263,LUTEINIZING HORMONE 1.1,, 16.38 
1703271,LYME DIS IGG & IGM AB 1.1,, 16.81 
1703289,METHADONE 1.1,G0480, 18.05 
1703297,PORPHOBILINOG URI QUAN1.1,, 8.33 
1703305,HGB FETAL KLEIHAUER 1.1,, 6.28 
1703313,DNA AB NATIVE/DOUBLE 1.1,, 12.25 
1703321,HEP B SURF AG EIA/ELISA/IMCA 1.1,, 9.12 
1703339,HEMOGLOBIN PLASMA 1.1,, 7.22 
1703347,GEL DIFFUS QUAL EA 2.1,, 16.25 
1703354,GAL-1-PHOS URIDY SCR 7.1 17,, 18.25 
1703362,G6PD ENZYME QUAN 1.1,, 9.57 
1703370,FACTOR VIII VWF RISTOC1.1,, 22.65 
1703388,FACTOR VIII 1.1,, 15.86 
1703396,FACTOR IX 1.1,, 18.80 
1703412,ELECTRON MICRO DX 5.1 17,, 535.75 
1703420,PROTHROMBIN TIME 1.1,, 3.49 
1703438,CULT MYCOPLASMA 1.1,, 15.19 
1703446,CULT FUNGI SKIN HAIR NAIL 2.1,, 7.60 
1703453,CONCENTRATION SPECIMEN1.1,, 5.81 
1703461,RUBELLA AB 1.1,, 12.93 
1703479,ENTEROVIRUS AB 1.1,, 12.86 
1703487,Q FEVER AB 1.1,, 11.97 
1703495,SPECTROPHOTOMETRY NOS 1.1,, 6.50 
1703503,SURG PATH LEVEL IV 5.1 17,, 60.00 
1703511,THIOCYANATE 1.1,, 11.49 
1703529,THYROID STIM HORMONE 7.1 17,, 18.25 
1703545,VIRUS INOC ADD STUDIES1.1 17,, 16.00 
1703552,VIRUS INOC TISS CULT 1.1,, 35.00 
1703560,VIRUS INOC TISS CULT 1.2 17,, 21.29 
1703578,VITAMIN B-12 BIND CAP 1.1,, 14.14 
1703586,TOXOPLASMA AB 1.1 17,, 87.90 
1703594,PTT 1.1,, 5.38 
1703602,NATRIURETIC PEPTIDE 1.1 17,, 30.15 
1703669,ALBUMIN SERUM 1.1,, 4.02 
1703685,CULTURE SCREEN 1.1,, 5.68 
1703693,HCG QUAN 1.1,, 13.24 
1703701,FACTOR VIII VWF AG 1.1,, 22.65 
1703719,ENCEPH WEST EQUINE AB 1.1,, 13.02 
1703727,ENCEPH ST LOUIS AB 1.1,, 13.02 
1703735,HEP C GENO ANALYSIS 1.1,, 232.21 
1703743,ENCEPH CALIFORNIA AB 1.1,, 13.02 
1703768,CRYOGLOBULIN 1.1,, 5.32 
1703800,ADENOVIRUS TYPES EIA/ELISA/IMCA 1.1,, -   
1703826,ENCEPH EAST EQUINE AB 1.1,, 13.02 
1703834,PHENOBARBITAL 1.1,, 8.40 
1703842,VIRUS INOC SHELL VIAL 1.1,, 5.41 
1703875,THYROID STIM HORMONE 1.1,, 14.76 
1703883,SHIGA-LIKE TOXIN EIA/ELISA/IMCA 1.1,, 8.82 
1703891,HEP B QUAN 1.1,, 38.33 
1703909,PLT ASSOC IMMUNOGLOB 1.1,, 12.30 
1703925,NUCLEOTIDASE 5 1.1,, 11.01 
1703966,HS-CRP 1.1,, 11.19 
1703982,PLT ASSOC IMMUNOGLOB 1.2 17,, 88.90 
1703990,INF AGNT AG MULT EIA/ELISA/IMCA 1.1,, 8.40 
1704006,HBSAG NEUTRAL EIA/ELISA/IMCA 1.1,, 10.20 
1704014,EXTRACT NUCL AG JO1 1.1,, 14.59 
1704030,HERPES SIMPLEX PCR AMP1.1,, 30.73 
1704048,CALCIUM IONIZED 3.1 17,, 17.50 
1704063,HLA TYPING A B C SNGL 1.1,, 25.48 
1704097,RICKETTSIA AB 1.1,, 19.11 
1704113,COMPLEMENT AG EA 1.1,, 10.51 
1704147,DRUG ASSAY QUAN NOS 1.2 17,, 129.78 
1704154,DRUG ASSAY QUAN NOS 1.3 17,, 50.00 
1704204,ARSENIC 1.2 17,, 210.00 
1704238,GAMMAGLOBULIN IGA 1.2 17,, 6.08 
1704246,GAMMAGLOBULIN IGA 1.3 17,, 124.26 
1704295,FLUORESC AB SCR EA 1.2 17,, 12.37 
1704303,FLUORESC AB SCR EA 1.3 17,, 42.08 
1704311,FLUORESC AB SCR EA 1.4 17,, 21.01 
1704378,VIRUS AB NOS 1.2 17,, -   
1704394,IGG SUBCLASSES IGG 1 1.2 17,, 8.73 
1704428,PLT AB 1.2 17,, 131.10 
1704444,IMMUNOASSAY QUAN RIA 1.2 17,, 24.00 
1704477,LUTEINIZING HORMONE 1.2 17,, 55.00 
1704493,ENTEROVIRUS AB 1.2 17,, 12.95 
1704501,ENTEROVIRUS AB 1.3 17,, 12.86 
1704543,VIRUS INOC TISS CULT 1.3 17,, 21.29 
1704568,AMIKACIN RANDOM 1.1,, 13.76 
1704576,HALOPERIDOL 1.1,, 14.38 
1704584,PHENYTOIN TOTAL 1.1,, 11.87 
1704592,ANALGESICS NON-OPIOID 1 OR 2 1.5 17 170,G0480, -   
1704626,ALKALOIDS NOS QUAN 1.1 17,G0480, 26.18 
1704642,VITAMIN C 1.1,, 9.76 
1704659,BILE ACIDS TOTAL 1.1,, 14.56 
1704667,BILIRUBIN TOTAL 1.1 17,, 4.09 
1704683,CHEMILUMINESCENT ASSAY1.1 17,, 13.94 
1704709,CITRATE 1.1,, 27.46 
1704725,COLLAGEN CROSS LINKS 1.1,, 18.45 
1704733,CREATINE 1.1,, 4.57 
1704758,CHROMAT/SPECTRO QUAN 1.1,, 15.35 
1704766,DEOXYCORTISOL 1.1,, 28.91 
1704774,ELECTROPHORETIC NOS 1.1 17,, 24.01 
1704790,FATTY ACIDS NONESTER 1.1,, 14.50 
1704808,GAL-1-PHOS URIDY SCR 2.1,, 15.95 
1704816,GAMMAGLOBULIN IGD 1.1,, 6.08 
1704824,GLUCAGON 1.1,, 14.11 
1704840,HEMOGLOBIN CHROMATO 2.1,, 15.95 
1704857,HEMOGLOBIN SULFH QUAN 1.1 17,, 185.00 
1704865,HOMOVANILLIC ACID 1.1,, 11.40 
1704899,LDH 1.1,, 5.41 
1704923,SKELETAL MUSC RELAX 1 OR 2 1.2 17 170,G0480, 19.49 
1704931,ORGANIC ACIDS TOTL QNT1.1,, 17.91 
1704956,ORGANIC ACIDS SNGL QNT 1.1,, 14.68 
1704972,OSTEOCALCIN 1.1,, 33.16 
1704980,PH BODY FLUID NOT BLD 1.1,, 3.28 
1704998,ANTIPSYCHOTICS NOS 1-3 1.3 17 170,G0480, 13.04 
1705003,ANTIPSYCHOTICS NOS 1-3 1.4 17 170,G0480, 91.00 
1705029,PHOSPHATASE ALKALINE 1.1 17,, 4.13 
1705045,PREGNENOLONE 1.1,, 20.41 
1705052,PROTEIN TOTAL SERUM 1.1,, 2.96 
1705060,PROTOPORPHYRIN RBC QNT1.1,, 14.16 
1705086,PYRUVATE 1.1,, 11.58 
1705094,SEX HORM BINDING GLOB 1.1,, 18.72 
1705102,THYROXINE BINDING GLOB 1.1,, 14.60 
1705110,THYROID STIM HORMONE 2.1,, 15.95 
1705128,THYROID IMMUNOGLOBULIN1.1,, 50.22 
1705136,VITAMIN E (TOCOPHEROL)1.1,, 12.00 
1705144,TRIIODOTHYRONINE REV 1.1,, 15.56 
1705201,VASOPRESSIN 1.1,, 33.52 
1705227,FACTOR XI 1.1,, 17.68 
1705235,FACTOR XII 1.1,, -   
1705243,PROTEIN C RESISTANCE 1.1,, 15.13 
1705276,AB ID LEUKOCYTE AB 1.1,, 14.86 
1705284,ANA TITER 1.1,, 10.08 
1705292,BETA 2 GLYCO I AB EA 1.1,, 20.47 
1705326,INTRINSIC FACTOR AB 1.1,, 14.88 
1705359,FRANCISELLA TULAREN AB1.1,, 11.32 
1705367,HEP B CORE AB IGM 1.1,, 10.37 
1705375,HEP BE AB 1.1,, 4.68 
1705383,LYMPHOCYTIC CHORIO AB 1.1 17,, 12.70 
1705409,TOXOPLASMA IGM AB 1.1,, 12.83 
1705425,CULT ANAEROBIC 1.1,, 8.59 
1705433,CULT CHLAMYDIA 1.1,, 18.19 
1705441,CULT TYPING IMMUNOFLUO1.1,, 5.50 
1705458,ANTIBIOTIC SENS MLC 1.1 17,, 11.28 
1705474,SCHLICHTER TEST 1.1,, 14.83 
1705508,HERPES SIMPLEX 1 IFA 1.1,, 10.10 
1705524,LEGIONELLA PNEUM IFA 1.1,, 10.10 
1705540,INF AGNT PCR AMP MULT 1.2,, 251.30 
1705565,INF AGNT IA DOO 1.1,, 4.87 
1705656,BORDATELLA AB 1.1,, 13.02 
1705664,PHENCYCLIDINE 1.1,G0480, 15.84 
1705698,HOMOCYSTINE 1.2,, 15.18 
1705714,BENZODIAZEPINES 1.3 17,G0480, 40.90 
1705722,DRUG ASSAY QUAN NOS 1.8 17,, 107.00 
1705904,GAMMAGLOBULIN IGM 1.2,, 6.08 
1705920,GAMMAGLOBULIN IGG 1.3,, 6.08 
1705946,IMMUNO NON-AB MULT 1.3 17,, 21.26 
1705953,IMMUNOASSAY QUAN RIA 1.3 17,, 180.00 
1705995,MERCURY QUAN 1.2 17,, 350.00 
1706019,PARATHORMONE 1.2 17,, 90.00 
