,"Doctors' Memorial Hospital, Inc. Perry, Florida",,
,Standard Charges,,
,,,
IVNUM,IVDESC,IVPRICE1,
00610060,HARMONIC ACE 36CM HANDLE,"$1,582.00",
00625315,ENDOSCOPY W/CONTROL OF BLEEDING,$274.00,
00712410,MASK OXYGEN,$26.00,
00800141,LD OBVS EA ADD’L HR,$19.00,
00919191,..TEST LDL DIRECT CHOLESTEROL,$43.00,
00919192,..TEST CATECHOLAMINES URINE,$43.00,
00919193,..TEST CULTURE THROAT,$43.00,
00919194,..TEST ANCA,$43.00,
00919195,..TEST HEP PANEL W RFLX TO HCV,$43.00,
00919196,"..TEST VIT D 1,25",$43.00,
00919197,..TEST ALDOSTERONE,$43.00,
00919198,..TEST HSV W RFX TO TYPING,$43.00,
00919199,..TEST PTH AND CALCIUM,$43.00,
00919291,..TEST CATECHOLAMINES S,$43.00,
00919292,..TEST IMMUNOGLOBIN A,$43.00,
00919293,..TEST CULTURE AEROBIC,$43.00,
00919294,..TEST PEP,$43.00,
01112031,"ED EXCISED ,BENIGN LESION DIA 0.6 /1",$698.00,
01112045,WOUND CLOSURE UTALIZING TISS ADH(ONL,$74.00,
01121480,ED DISLOCAT/FRACTURE W/ MANIPULATION,"$1,038.00",
01126750,ED CL FRAC W MAN CL DISTAL PHAL,$677.00,
01300141,OBVS EACH HOUR,$19.00,
01300143,OBV MEDICARE DIRECT ADMIT,"$1,169.00",
01300145,OBV MED DIR ADM HRS,$19.00,
01500005,WOUND VAC UNIT,$170.00,
01500006,CANISTER SET FOR WOUND VAC,$73.00,
01500007,DRESSING LARGE FOR WOUND VAC,$112.00,
01500009,Y CONNECTOR,$9.00,
01500012,DRESSING FOAM ADHESIVE,$24.00,
01500013,CATH KIT,$27.00,
01500014,CATH KIT 6FR,$27.00,
01500019,BARRIER SKIN 45MM,$5.00,
01715248,"CHROMIUM, SERUM",$40.00,
01716609,PROCOLLAGEN TYPE I INTACT N TERMINAL,$140.00,
01725192,"INSULIN ABS (GAD65,IA-2)",$110.00,
01763290,T4 TOTAL (THYROXINE),$222.00,
01800206,XOPENEX 1.25MG.,$33.00,
03226650,NS 100ML  ADD-VANTAGE :100ML,$42.00,
03600203,PT RE EVAL,$118.00,
06000103,PUSH LOCK,"$1,420.00",
06000106,CANNULA 7X7,$99.00,
06000107,ABLATOR,$688.00,
06000108,PUMP TUBING,$149.00,
06000111,CATH COUNCIL 18FR,$56.00,
06000112,CATH COUNCIL 16FR,$54.00,
06000113,CIRCULAR STAPLER,$944.00,
06000114,TUBE SET,$270.00,
06000117,OSTEOSET RESORBABLE BEAD,"$1,636.00",
06000118,RETRIEVAL SYSTEM 10MM,$207.00,
06000122,ENDOPATH ECS29,"$1,000.00",
06000127,DRILL,$413.00,
06000129,CRE #5845,$729.00,
06000133,PORTA CATH TRIUMPH 1 8FR,$798.00,
06000136,SUTURE J496G,$11.00,
06000139,SUTURE Z259H,$7.00,
06000143,SUTURE D9080,$234.00,
06000144,YAG,$600.00,
06000145,MESH PHSE6,"$1,532.00",
06000146,"LENS,INTRAOCULAR(NEW TECH)","$1,829.00",
06000147,SUTURE 490T,$11.00,
06000148,ASPIRATING ABLATOR,$700.00,
06000150,SUTURE 664G,$6.00,
06000151,TIGERSTICK,$217.00,
06000153,GEMINI CANNULA,$127.00,
06000154,SUTURE J329H,$5.00,
06000156,MFGIA 55 TLC55,$277.00,
06000158,SUTURE MX69G,$46.00,
06000159,INCISOR BLADE 4.5,$138.00,
06000162,L-HOOK,$141.00,
06000163,SURGIFOAM,$289.00,
06000164,BOVIE BLADE ELECTRODE E1551-6,$15.00,
06000165,HOOK PROBE,$412.00,
06000166,ELECTRODE CAUTERY BLADE,$12.00,
06000167,LIGACLIP TITANIUM,$10.00,
06000168,BLADE LONG MED,$153.00,
06000171,SUTURE J442H,$23.00,
06000172,SUTURE J849G,$22.00,
06000178,PUSH LOCK KIT,$688.00,
06000182,FANNED PROFIX SAWBLADE,$169.00,
06000183,SUTURE CX45D,$34.00,
06000185,XRAY TOWEL,$10.00,
06000187,CLIP APPLIER COMPLETE,$234.00,
06000192,OR TOWEL,$6.00,
06000194,SCREW PEEK TENODESIS,"$1,122.00",
06000195,BLADE LONG MED,$103.00,
06000196,BLADE MED N,$94.00,
06000197,SUTURE P8935,$28.00,
06000198,PUSH LOCK KIT,$867.00,
06000199,OR TOWEL FENESTRATED,$16.00,
06000200,BIOPSY FORCEP JUMBO,$26.00,
06000202,SUTURE X424H,$5.00,
06000203,SUTURE 8872H,$7.00,
06000204,CATH UNIV 4FR,$44.00,
06000206,STAR SLEEVE,$393.00,
06000207,CHLORPREP APPLICATOR,$17.00,
06000208,DISP KIT,$768.00,
06000209,COOLCUT,$438.00,
06000210,CRYSTAL CANNULA,$99.00,
06000211,RETRIEVAL SYSTEM,$192.00,
06000212,CARPAL TUNNEL KNIFE,$110.00,
06000213,DRL SLVE 2.0MM,$138.00,
06000214,SUTURE ANCHOR,"$1,279.00",
06000215,CANNULA 8.25,$127.00,
06000216,SUP MED CLAV LK PL 10H L 121MM,"$3,960.00",
06000217,POWERLOC INFUSION SET 20X.75,$18.00,
06000218,INCISOR BLADE 3.5,$227.00,
06000220,INCISOR BLADE 4.0,$153.00,
06000221,INCISOR BLADE 4.5,$358.00,
06000223,INCISOR BLADE 5.5,$171.00,
06000224,INCISOR BLADE 4.0,$252.00,
06000226,PEEK CORKSCREW SUTURE ANCHOR,"$1,122.00",
06000229,SCREW CORK,"$1,161.00",
06000230,CHLORPREP 3ML,$5.00,
06000231,FIBERTAPE BRIDGE KIT,"$1,650.00",
06000232,UNIVERSAL APEC HUMERAL STEM,"$11,481.00",
06000233,UNIVERSAL VAULTLOCK GLENOID,"$4,331.25",
06000234,USP II HUMERAL HEAD,"$4,831.00",
06000235,PIN SET UNIVERSAL,$756.00,
06000236,DW OUTFLOW CASSETTE/TUBE SET,$158.00,
06000237,BURR OVAL,$234.00,
06001351,"NRV BLK BRACHIAL PLEXUS,SNGL",$763.00,
06001352,NRV BLK ILIOHNG/ILIOHYPO,$763.00,
06001354,"NRV BLK FEMORAL, SNGL",$763.00,
06001355,NRV BLK PERPH NRV OR BRNCH,$763.00,
06017110,DESTRUCTION OF LESION UP TO 14,$174.00,
06031525,"LARYNGOSCOPY, DIAGNOSTIC","$2,138.00",
06031535,"LARYNGOSCOPY, DIRECT W/ BIOPSY","$3,305.00",
06043246,WITH DIRECT PLACEMENT OF PEG,"$3,205.00",
06043458,ESOPHAGEAL DILATION W/ BALLOON>30MM,$522.00,
06043459,OPSU SPEC COL IMPLANTED PORT,$236.00,
06044376,ILESCOPY W/O BIOPSY,$800.00,
06044377,ILESCOPY W/BIOPSY,$850.00,
06045300,PROCTOSIGMOIDSCOPY,$260.00,
06045330,SIGMOIDSCOPY FLEXIABLE,"$1,594.00",
06046600,ANOSCOPY,$173.00,
06046606,ANAL BIOPSY,"$1,370.00",
06052315,CYCTOURETHROSCOPY COMPLICATED,"$3,528.00",
06052318,LITHOPLAPAXY COMPLICATED OR >2.5CM,"$3,528.00",
06057410,PELVIC EXAM UNDER ANES,"$5,103.00",
06088206,IMMOBILIZER 21IN,$34.00,
06088208,SLING ULTRA LARGE,$80.00,
06088210,"NEEDLE HUBER 1 1/4""",$15.00,
06088211,NEEDLE HUBER 20X3/4,$16.00,
06088212,TRAPEZIECTOMY TOOL,$985.00,
06088300,SURGICAL PATHOLOGY LEVEL 1,$32.00,
06088302,SURGICAL PATHOLOGY LEVEL 2,$50.00,
06088304,SURGICAL PATHOLOGY LEVEL 3,$107.00,
06088305,SURGICAL PATHOLOGY LEVEL 4,$204.00,
06088307,SURGICAL PATHOLOGY LEVEL 5,$484.00,
06088309,SURGICAL PATHOLOGY LEVEL 6,$832.00,
06088310,CYTOLOGY-OR,$175.00,
06088312,SPECIAL STAIN (OR),$255.00,
06088331,FROZEN SECTION (OR),$295.00,
06088332,ADD’L FROZEN SECTION X EA,$136.00,
06090718,"ED INJ IM OF TETANUS, DIPHTHERIA TOX",$17.00,
06090780,ED INFUSION IV THERAPY-1ST HR,$303.00,
06090781,ED INFUSION IV THERAPY-EA ADD’L HR,$67.00,
06090782,"ED INJ,IM THERAPEUTIC",$74.00,
06090784,"ED INJ,INTRA PUSH IV",$429.00,
06096372,"TX INJ,IM THERAPEUTIC",$74.00,
06099760,ED INFUSION INTRAVENOUS THERAPY-1ST,$185.00,
06099761,ED INFUSION IV THERAPY ADD’L HR,$61.00,
06099775,ED INJ EA ADD’L DRUG INTRA 2,$83.00,
06100100,STAPLER-HEMORRID PPH03,"$1,093.00",
06100101,CRE 5850,$864.00,
06100104,CloseSure KIT,$355.00,
06100105,SUTURE U204H,$9.00,
06100110,COBLATOR II,$647.00,
06100111,ELECTRODE COATED2.84,$14.00,
06100112,ELECTRODE COATED 6.5,$17.00,
06100116,SUTURE X872H,$5.00,
06100118,CROSS BLADE,$228.00,
06100119,CRE 5848,$279.00,
06100120,MAX BX FCPS,$24.00,
06100121,G-TUBE LOW PROFILE 18FR,$355.00,
06100122,BEAVER BLADE,$51.00,
06100123,HEATER PROBE,$768.00,
06100124,DRAIN 7 FLAT,$25.00,
06100125,DRAIN 15 ROUND,$30.00,
06100126,CORE BIOPSY NEEDLE,$199.00,
06100128,SUTURE Y333H,$7.00,
06100129,SUTURE Y341H,$6.25,
06100130,SUTURE Y944H,$6.00,
06100132,HOT BIOPSY FORCEPS,$25.00,
06100133,ROTATABLE SNARE,$30.00,
06100136,BLADE MD NARROW,$94.00,
06100137,CRE 5849,$498.00,
06100148,SUTURE 1915G,$18.00,
06100151,SUTURE 802H,$8.00,
06100152,SUTURE 803H,$11.00,
06100153,SUTURE 8411H,$7.00,
06100155,SUTURE 1654G,$17.00,
06100156,SUTURE G181H,$9.00,
06100158,SUTURE G122H,$11.00,
06100160,SUTURE U256H,$9.00,
06100161,SUTURE 635H,$9.00,
06100162,SUTURE 636H,$8.70,
06100164,DRILL BIT,$181.00,
06100165,CATHTHER-OPEN ENDED,$30.00,
06100172,TROCAR CFB73,$116.00,
06100174,ENDO RELOAD 45W  TR45W,$411.00,
06100176,ENDO RELOAD 45B  6R45B,$411.00,
06100181,TROCAR CTR01,$69.00,
06100185,STABLIZER CONE 12MM  C0707,$79.00,
06100186,INSUFFLATION 120MM NEEDLE  C2201,$36.00,
06100192,STAPLER ENDO 45W   ATW45,$700.00,
06100198,BLADE AR-600-011S,$234.00,
06100199,SCREW,$688.00,
06100200,PACK KNEE   KM8434,$139.00,
06100201,SCREW CORTEX 3.5 14MM   204.814,$78.00,
06100203,SUTURE J978H,$5.00,
06100204,SUTURE J603H,$6.00,
06100205,PLATE 6 HOLE,$704.00,
06100208,SUTURE 699G,$11.00,
06100212,INTELISET TUBNG   7204727,$369.00,
06100215,LIGACLIP LT400,$20.00,
06100227,SUTURE 9003G,$46.00,
06100228,SUTURE J974G,$48.00,
06100229,SUTURE 1732G,$32.00,
06100230,SUTURE J504G,$11.00,
06100231,SUTURE 687G,$17.00,
06100232,SUTURE 8695G,$13.00,
06100233,SUTURE 1669H,$12.00,
06100234,SUTURE GG-123,$17.00,
06100235,SUTURE 8410H,$9.00,
