,"Report Date: December 20, 2018",,,
,Hospital Name: Central Peninsula Hospital,,,
,Chargemaster for CMS Pricing Transparency - Pharmacy,,,
,"Hospital Charges include hospital services, pharmaceuticals and supply items necessary to treat patients.  These items are represented on separate tabs.",,,
,"Drug prices may vary based on dosage, supplier's availability and cost to hospital.",,,
,,,,
HOSPITAL SYSTEM DRUG CODE,DRUG GENERIC NAME,CPT(R)/ HCPCS CODE,NATIONAL DRUG CODE (NDC#), UNIT PRICE 
Rx00000001131,Insulin NPH (Human) (Isophane) Inj 100 Unit/ML,J1815,1131,$10.10 
Rx00002871501,Insulin NPH Isophane & Regular Human Inj 100 Unit/ML (70-30),J1815,2871501,$10.10 
Rx00000001132,Insulin NPH Isophane & Regular Human Inj 100 Unit/ML (70-30),J1815,1132,$10.10 
Rx00002821517,Insulin Regular (Human) Inj 100 Unit/ML,J1815,2821517,$10.10 
Rx00000005070,Insulin Regular (Human) Inj 100 Unit/ML,J1815,5070,$10.10 
Rx00143956401,Phentolamine Mesylate For Inj 5 MG,J2760,143956401,$533.66 
Rx58406043504,Etanercept Subcutaneous Soln Prefilled Syringe 50 MG/ML,J1438,58406043504,"$1,722.74 "
Rx00000005068,Insulin Lispro Inj 100 Unit/ML,J1815,5068,$10.10 
Rx00000005069,Insulin Glargine Inj 100 Unit/ML,J1815,5069,$10.10 
Rx00088222033,Insulin Glargine Inj 100 Unit/ML,J1815,88222033,$10.10 
Rx00000001128,Insulin Aspart Inj 100 Unit/ML,J1815,1128,$10.10 
Rx00000001128,"Insulin Aspart Inj 100 Unit/ML,Insulin Aspart Soln Cartridge 100 Unit/ML,Insulin Aspart Soln Pen-injector 100 Unit/ML",J1815,1128,$20.00 
Rx00000005070,Insulin Regular (Human) Inj 100 Unit/ML,J1815,5070,$20.00 
Rx00517400225,Papaverine HCl Inj 30 MG/ML,J2440,517400225,$84.72 
Rx00169368712,Insulin Detemir Inj 100 Unit/ML,J1815,169368712,$10.10 
Rx00000001129,Insulin Detemir Inj 100 Unit/ML,J1815,1129,$10.10 
Rx00000001130,Insulin Lispro Prot & Lispro Inj 100 Unit/ML (75-25),J1815,1130,$10.10 
Rx00000005068,"INSULIN LISPRO (HUMAN) 100 UNIT/ML SC SOLN,Insulin Lispro (Human) Soln Pen-injector 100 Unit/ML",J1815,5068,$20.00 
Rx00703333301,Octreotide Acetate Inj 200 MCG/ML (0.2 MG/ML),J2354,703333301,$23.14 
Rx63323037805,Octreotide Acetate Inj 200 MCG/ML (0.2 MG/ML),J2354,63323037805,$20.00 
Rx25021045405,Octreotide Acetate Inj 200 MCG/ML (0.2 MG/ML),J2354,25021045405,$20.00 
